,name,summary,property_type,room_type,bed_type,minimum_nights,maximum_nights,first_review,last_review,bedrooms,Country,Total_price,Review
2788,"Elegant Plateau #6, WiFi & A/C","This elegant condo faithfully maintains the very best of the original construction. Fully renovated.The Plateau area is characterized by brightly colored houses, cafés, book shops, and a laissez-faire attitude. It's the location of some famous attractions on Saint Laurent Boulevard, including Schwartz's Deli (famous smoked meat) and a weekend street fair during the summer that sees extremely crowded streets. In 1997, Utne Reader rated it one of the 15 ""hippest"" neighbourhoods in North America",Apartment,Entire home/apt,Real Bed,2,1125,2018-05-28 04:00:00.000000000,2019-02-28 05:00:00.000000000,1.0,Canada,688.0,20
2789,56E 2 Bedrooms 1 Bathroom Apartment for Lease,"2 bedroom with 1 bathroom apartment Size gross area: 735 sq. ft. net 546 sq.ft. mountain view apartment Apartment bed : 1 set 5' x 6'3"" Queen size, 1 set Queen size :  5' x 6'",Serviced apartment,Entire home/apt,Real Bed,28,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,2.0,Hong Kong,10754.0,0
2790,Sagrada Familia up to 6!!,"Sagrada Familia, 4 be, 2ba",Apartment,Entire home/apt,Real Bed,32,1124,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,4.0,Spain,50.0,0
2791,Two room suite 1min from subway 20min to Manhattan,"Room in Brooklyn one block from the Bedford-Nostrand Avs Station and four stops from Williamsburg. Queen-sized bed, 12ft ceilings, shared bathroom, shared kitchen with communal table. 25 min to Manhattan via subway. Great bars, coffee shops, thrift stores and restaurants on the block and in the surrounding neighborhood.",Apartment,Private room,Real Bed,1,1125,2018-04-23 04:00:00.000000000,2019-02-25 05:00:00.000000000,1.0,United States,362.0,40
2792,Spacious 4 BR Apartment on Plateau + Terrace,"Amazing and renovated 4 bedroom apartment, at the heart of the Plateau. It can welcome up to 8 person, and it is ideally located, seconds away from everything you need (shops, café, bars, restaurants..), 5 minutes ride from downtown, and steps away from the famous Mont-Royal Park.",Apartment,Entire home/apt,Real Bed,3,90,2018-06-08 04:00:00.000000000,2018-07-24 04:00:00.000000000,4.0,Canada,730.0,4
2793,High Quality App + rooftop in trendy central area,"Cozy, high quality 2-room apartment in renovated traditional HK town house in famous and trendy Star Street Neighbourhood. Three balconies and large roof top terrace. The apartment has high quality fittings and equipment. Very central location. Seven min. indoor walk plus one metro stop from Central station as well as TST. The area has many trendy restaurants, wine bars and design shops and is next to Wan Chai market and Pacific Place Shopping Mall.",Apartment,Entire home/apt,Real Bed,3,1125,2018-04-21 04:00:00.000000000,2019-02-24 05:00:00.000000000,1.0,Hong Kong,1150.0,16
2794,Big&Bright RM#B22n,"Just 1 minute walking to Monk station of Green Line Metro. It is private Large & Bright room  in one detached house which combines modern decoration with classical. One double size bed plus 1 single size bed inside, suitable for 1 guest or maxi. 2 guests to stay in. Note:this room is located  in basement.",House,Private room,Real Bed,32,184,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Canada,46.0,0
2795,We are close to bus station and metro bus...,you will be happy here..,Hostel,Private room,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Turkey,148.0,0
2796,Paseo de Gracia Apartment 4 3,"The kitchen is fully equipped, has a bright living area very comfortable for breakfast or lunch. A double bedroom and a bathroom.",Apartment,Entire home/apt,Real Bed,3,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Spain,390.0,0
2797,"Perto de tudo e aconchegante, este conjugado!","Conjugado próximo a metrô, supermercados etc. Fácil acesso ao Centro, Lapa e Zona Sul do Rio de Janeiro. Praia e lazer alcançáveis a pé.  Ambiente aconchegante e privativo. Close to subway, supermarkets etc. Easy access to Centro, Lapa and South Zone of Rio de Janeiro. Beach and leisure can be reached on foot. Cozy and private atmosphere.",Apartment,Entire home/apt,Real Bed,4,1125,2018-07-31 04:00:00.000000000,2019-01-03 05:00:00.000000000,0.0,Brazil,171.0,2
2798,Room in beach house 200m to beach,Friendly relaxed shared house with huge balcony overlooking the ocean.  Just 200m walk to Curl Curl Beach and a bus stop to get into Manly and the ferry to the city.  Your room looks out to nature vegetation with complete privacy,House,Private room,Real Bed,1,1125,2018-04-29 04:00:00.000000000,2018-04-29 04:00:00.000000000,1.0,Australia,45.0,1
2799,Beautiful Downtown Condo - 5 min to Centre Bell.,"This beautiful condo is located in the heart of Montreal right next to the Bell Center in the Montreal's 1st and only sports and entertainment district. You will get to experience the true Montreal lifestyle, all in luxury. Restaurants, bars, clubs and shopping are all walking distance.",Apartment,Entire home/apt,Real Bed,2,1125,2018-06-24 04:00:00.000000000,2019-01-04 05:00:00.000000000,1.0,Canada,700.0,12
2800,"(旺角)距離地鐵站半分鐘;超方便,安全,乾淨,舒適的住宿;免費上網wifi;私人洗手間;冷暖空調","- 位置: 旺角, 就在地鐵站旁邊 - 1張雙人床 (1.22米x1.83米) - 私人洗手間 - 免費無線網絡WiFi - 提供空調/暖氣 - 入住時間: 13:00後 (下午1點後) - 退房時間: 12:00前 (中午12點前) - Location: Mong Kok, next to the Metro station - 1 Double Bed (1.22mx1.83m) - Private Bathroom - Internet: Free WiFi - Comfort: Air conditioning/Heating - Check-in time starts at: 13:00 (after 1pm) - Check-out time: 12:00 (before 12noon) - Language: Chinese",Condominium,Entire home/apt,Real Bed,2,1125,2018-04-07 04:00:00.000000000,2019-02-24 05:00:00.000000000,1.0,Hong Kong,392.0,72
2801,"Napili Ridge 1 Bed Condo: Wi Fi, A/C, Ocean View","Napili Ridge is a quite and quaint community adjacent to the Resort Areas of Kapalua and Napili Bay.  Walk to Napili Bay or Visit Nearby Beaches, Golf & Dining all within a short drive.  Beaches: Napili Bay, DT Flemming's Beach, Kapalua Bay and Honolua Bay.  Golf: Kapalua Bay and Plantation Courses.   Dining: Merriman's, Sea House, Pineapple Grill and Sansei Sushi. Secure your booking with a deposit to cover taxes; one less expense upon arrival.",Condominium,Entire home/apt,Real Bed,1,45,2018-04-16 04:00:00.000000000,2019-03-05 05:00:00.000000000,1.0,United States,557.0,28
2802,ruhige Wohnung mit WLAN in Barcelona,"Es ist ein nettes, kleines Appartement in ruhiger Lage mit Doppelbett, einer Klappcouch z.B. für 2 Kinder, voll ausgestattet. Bad ist nicht in tadellosem Zustand, wird aber bald renoviert.  San Gervasi ist die zweitbeste Wohngegend Barcelonas. Bus in 30min zum Strand und Metro zur Plaza Cataluña in 10min sind zwei Blocks weiter. Supermarkt Mo-Sa. (Phone number hidden by Airbnb) meter entfernt. Barcelona ist die schönste Stadt der Welt, das sagt Euch der elektrische Weltumrunder Rafael: (Website hidden by Airbnb) ;)",Apartment,Entire home/apt,Real Bed,3,140,2018-04-19 04:00:00.000000000,2018-08-24 04:00:00.000000000,0.0,Spain,129.0,0
2803,New! Hanalei Garden Oasis w/ Pool & Hot Tub,"Spacious garden studio is located at The Cliffs resort in Princeville. The Cliffs offers multiple amenities including, a resort swimming pool with waterfall, hot tub, putting green, tennis courts, half-basketball, shuffleboard courts, and on-site bike rentals. Watch the whales from the Adirondack chairs along the ocean’s edge and enjoy various events at the resort.",Condominium,Entire home/apt,Real Bed,1,60,2018-04-19 04:00:00.000000000,2019-02-11 05:00:00.000000000,0.0,United States,588.0,27
2804,Ataköy Marina,"Bakırköy yürüyüş yolu üzerinde, sahile avmlere 5 dkk yürüyüş mesafesindedir.",Bed and breakfast,Private room,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,1.0,Turkey,58.0,0
2805,Quirky & Modern Flat in Sheung Wan,"A modern, and streamlined design with quirky touches of art and books this unique space provides all the amenities required to enjoy your stay.  The views from the apartment, particularly at night time are picturesque and will make it a stay to remember. Like home, but better!",Apartment,Entire home/apt,Real Bed,2,1125,2018-04-17 04:00:00.000000000,2018-11-27 05:00:00.000000000,1.0,Hong Kong,1803.0,8
2806,MEHMET'S PLACE IN ISTANBUL,"My place are 135 m2 .My place offer hardwood floors, Italian lighting, flat screen TV w/satellite, DVD player, free wireless internet, laptop friendly workspace, custom furniture, air conditioning, mid-size refrigerator (so our guests make their own shopping)electronic safe, radio, coffee setups, hairdryer, terry-cloth bathrobes and luxury linens.",Serviced apartment,Entire home/apt,Real Bed,3,35,2018-04-28 04:00:00.000000000,2019-02-11 05:00:00.000000000,3.0,Turkey,295.0,31
2807,Victorian Apartment w/ Private Terrace,"Bright spacious apartment three bedroom in old stone building, centrally located in downtown Montreal. 12 foot ceilings, private terrace, air conditioning and parking available.  Close to festival and in downtown core where F1 takes place.   Steps from downtown shopping and Mount Royal park.  Spacious back terrace with outside seating.  Includes all amenities.   Restaurants, cafes and nightlife available within walking distance.",Apartment,Entire home/apt,Real Bed,2,1125,2018-05-21 04:00:00.000000000,2018-08-31 04:00:00.000000000,3.0,Canada,326.0,8
2808,So close of tourist attractions :),"Cozy room for rent (17sqm - max. 2 person), in a flat of 72 sqm. Private bathroom (but the shower is shared), full equipped kitchen , air conditioning, fan, washing machine and free wi-fi.  I live alone, but I spent most of my time elsewhere. Excellent location in terms of public transport and tourist attractions, as you can see in the desciption below. Any further information, please feel free to ask :) Hope to see you soon!! Kind Regards, Monica",Apartment,Private room,Real Bed,1,1125,2014-06-13 04:00:00.000000000,2019-01-18 05:00:00.000000000,1.0,Brazil,427.0,43
2809,Apartamento grande luminoso,"Apartamento luminoso 5mn do Porto Temos em frente o Parque da Cidade para poder fazer ginastica, passear, entrada gratuita. Acesso ao metro perto de casa e autocarro Comercios de proximidade",Apartment,Entire home/apt,Real Bed,1,1125,2016-11-27 16:08:28.855291648,2018-08-15 20:18:09.416846848,3.0,Portugal,610.0,0
2810,Stylish & Stunning 2br Apartment Perfectly Located,"This 2-bedroom apartment is located in the heart of Montreal on Saint-Denis close to Rachel Street, steps away from Downtown Montreal, the Old Port, Mount Royal Park & Quartier des Spectacles.  Walking distance from the best restaurants, bars & main attractions Montreal has to offer! - Fully-equipped kitchen  - Lots of natural light - Furnished 2018 - Cozy living room sofa bed - Fresh linen, towels and soap - Self check-in and check-out Exploring Montreal from here is an absolute dream.",Apartment,Entire home/apt,Real Bed,2,1125,2018-07-06 04:00:00.000000000,2018-08-28 04:00:00.000000000,2.0,Canada,280.0,11
2811,Precioso Apartamento en Barcelona *Bcn* C02,"Confortable, hogareño y funcional apartamento en edificio completamente rehabilitado. Localizado en el distinguido barrio Eixample derecho de Barcelona, donde se encuentran los lugares más emblemáticos de la ciudad.",Apartment,Entire home/apt,Real Bed,2,1125,2018-07-25 04:00:00.000000000,2019-02-20 05:00:00.000000000,1.0,Spain,355.0,0
2812,Cosy Hidaway in the centre of Mongkok,Cosy One Bedroom Apartment in the centre of Mongkok,Apartment,Entire home/apt,Real Bed,2,10,2018-11-03 04:00:00.000000000,2019-01-01 05:00:00.000000000,1.0,Hong Kong,1363.0,3
2813,Room in Plateau Mont-Royal,"My place is located in Plateau Mont-Royal at 5 minutes from a main metro station (Berri-UQAM).  10 minutes walk from Places des Arts 20 minutes walk from Downtown Montréal.  My appartement is very clean, cozy and nicely decorated and I am very respectful of my guests! If you have questions or need recommendations to get around the city you can always ask me, I really like to meet travellers and new people and want you to enjoy your stay as much as possible.",Apartment,Private room,Real Bed,2,1125,2018-06-05 04:00:00.000000000,2018-12-25 05:00:00.000000000,1.0,Canada,65.0,17
